    X[m]        Y[m]      ZGround[m]       GroundZ0[m]       Height[m]    Wspd_2D[m/s]  Wspd_3D[m/s]  Direction[º]   Turb.Intensity  
 168           204 
6.634773e+05  7.195411e+06  1.004294e+03  1.000000e-04  1.000000e+01  3.802821e+00  3.820680e+00  7.32e+01  6.407356e-02
6.634773e+05  7.195611e+06  9.762771e+02  1.000000e-04  1.000000e+01  3.553695e+00  3.556179e+00  7.42e+01  6.536967e-02
6.634773e+05  7.195811e+06  9.753331e+02  1.000000e-04  1.000000e+01  3.601121e+00  3.602913e+00  7.20e+01  9.030411e-02
6.634773e+05  7.196011e+06  9.711670e+02  1.096103e-02  1.000000e+01  3.638321e+00  3.649721e+00  7.17e+01  9.473845e-02
6.634773e+05  7.196211e+06  9.710855e+02  1.000000e-04  1.000000e+01  3.577393e+00  3.590740e+00  7.21e+01  6.588054e-02
6.634773e+05  7.196411e+06  9.783494e+02  1.798940e-02  1.000000e+01  3.350801e+00  3.358164e+00  7.46e+01  9.164546e-02
6.634773e+05  7.196611e+06  9.797876e+02  7.501585e-03  1.000000e+01  3.427761e+00  3.429915e+00  7.58e+01  8.774231e-02
6.634773e+05  7.196811e+06  1.027215e+03  1.163850e-02  1.000000e+01  3.693124e+00  3.693401e+00  6.73e+01  8.509615e-02
6.634773e+05  7.197011e+06  1.030642e+03  7.756914e-03  1.000000e+01  4.068969e+00  4.079805e+00  6.72e+01  8.554446e-02
6.634773e+05  7.197211e+06  1.037215e+03  1.000000e-04  1.000000e+01  3.973310e+00  3.994719e+00  6.77e+01  6.193951e-02
6.634773e+05  7.197411e+06  1.069436e+03  1.000000e-04  1.000000e+01  3.650824e+00  3.690902e+00  6.66e+01  7.355867e-02
6.634773e+05  7.197611e+06  1.012709e+03  1.834622e-04  1.000000e+01  3.541503e+00  3.548243e+00  7.67e+01  9.615307e-02
6.634773e+05  7.197811e+06  1.033192e+03  1.000000e-04  1.000000e+01  3.544772e+00  3.564293e+00  7.41e+01  6.192665e-02
6.634773e+05  7.198011e+06  1.081757e+03  1.000000e-04  1.000000e+01  3.977378e+00  4.003927e+00  6.32e+01  5.935464e-02
6.634773e+05  7.198211e+06  1.068358e+03  1.000000e-04  1.000000e+01  4.091873e+00  4.096199e+00  6.30e+01  6.086436e-02
6.634773e+05  7.198411e+06  1.037663e+03  1.000000e-04  1.000000e+01  3.671795e+00  3.672243e+00  6.45e+01  6.404829e-02
6.634773e+05  7.198611e+06  1.051391e+03  1.000000e-04  1.000000e+01  3.625952e+00  3.625975e+00  6.37e+01  6.972288e-02
6.634773e+05  7.198811e+06  1.025847e+03  1.462799e-03  1.000000e+01  3.228704e+00  3.230541e+00  6.52e+01  1.004657e-01
6.634773e+05  7.199011e+06  1.018264e+03  4.938323e-04  1.000000e+01  3.015318e+00  3.018441e+00  6.33e+01  9.392915e-02
6.636773e+05  7.158411e+06  8.982742e+02  1.000000e-04  1.000000e+01  5.787116e+00  5.791390e+00  7.08e+01  7.101458e-02
6.636773e+05  7.158611e+06  9.137316e+02  1.520688e-02  1.000000e+01  5.839354e+00  5.842549e+00  7.17e+01  8.636695e-02
6.636773e+05  7.158811e+06  9.020917e+02  1.000000e-04  1.000000e+01  5.831524e+00  5.833684e+00  7.14e+01  6.163271e-02
6.636773e+05  7.159011e+06  8.892047e+02  1.000000e-04  1.000000e+01  5.731206e+00  5.731560e+00  6.96e+01  6.177877e-02
6.636773e+05  7.159211e+06  8.941113e+02  1.000000e-04  1.000000e+01  5.758058e+00  5.761515e+00  6.86e+01  6.267770e-02
6.636773e+05  7.159411e+06  9.016385e+02  4.902065e-04  1.000000e+01  5.777642e+00  5.781034e+00  6.93e+01  8.280420e-02
6.636773e+05  7.159611e+06  9.102356e+02  7.684390e-03  1.000000e+01  5.755846e+00  5.763759e+00  7.06e+01  1.055370e-01
6.636773e+05  7.159811e+06  9.024086e+02  3.096028e-03  1.000000e+01  5.728436e+00  5.730013e+00  7.14e+01  1.082109e-01
6.636773e+05  7.160011e+06  8.942416e+02  1.000000e-04  1.000000e+01  5.946204e+00  5.946311e+00  6.89e+01  5.999147e-02
6.636773e+05  7.160211e+06  9.029035e+02  1.000000e-04  1.000000e+01  6.005412e+00  6.012821e+00  6.81e+01  6.024785e-02
6.636773e+05  7.160411e+06  8.911120e+02  1.000000e-04  1.000000e+01  5.918994e+00  5.928759e+00  6.89e+01  6.049258e-02
6.636773e+05  7.160611e+06  8.885912e+02  1.000000e-04  1.000000e+01  5.935487e+00  5.943150e+00  6.91e+01  6.026293e-02
6.636773e+05  7.160811e+06  8.843815e+02  1.000000e-04  1.000000e+01  5.950481e+00  5.958292e+00  6.88e+01  6.354240e-02
6.636773e+05  7.161011e+06  8.906353e+02  1.104928e-03  1.000000e+01  5.839340e+00  5.856584e+00  6.91e+01  6.929873e-02
6.636773e+05  7.161211e+06  8.841545e+02  1.000000e-04  1.000000e+01  5.835429e+00  5.846838e+00  6.91e+01  6.052374e-02
6.636773e+05  7.161411e+06  8.845125e+02  1.000000e-04  1.000000e+01  6.038577e+00  6.053220e+00  6.94e+01  5.974769e-02
6.636773e+05  7.161611e+06  8.933030e+02  1.000000e-04  1.000000e+01  6.054730e+00  6.066589e+00  6.94e+01  5.957136e-02
6.636773e+05  7.161811e+06  8.967158e+02  7.919239e-04  1.000000e+01  5.769336e+00  5.782361e+00  7.00e+01  8.476355e-02
6.636773e+05  7.162011e+06  8.658277e+02  3.797481e-04  1.000000e+01  5.923043e+00  5.924055e+00  7.01e+01  6.140382e-02
6.636773e+05  7.162211e+06  8.657084e+02  1.000000e-04  1.000000e+01  6.143786e+00  6.144546e+00  6.86e+01  5.768593e-02
6.636773e+05  7.162411e+06  8.689399e+02  1.000000e-04  1.000000e+01  6.096514e+00  6.099248e+00  6.87e+01  5.794068e-02
6.636773e+05  7.162611e+06  8.721321e+02  1.000000e-04  1.000000e+01  6.046744e+00  6.046903e+00  6.89e+01  5.814533e-02
6.636773e+05  7.162811e+06  8.645000e+02  1.000000e-04  1.000000e+01  6.077685e+00  6.077715e+00  6.81e+01  5.836963e-02
6.636773e+05  7.163011e+06  8.681923e+02  1.000000e-04  1.000000e+01  6.152403e+00  6.152720e+00  6.73e+01  5.880523e-02
6.636773e+05  7.163211e+06  8.866189e+02  1.000000e-04  1.000000e+01  6.115390e+00  6.124716e+00  6.88e+01  7.352941e-02
6.636773e+05  7.163411e+06  8.933339e+02  1.000000e-04  1.000000e+01  6.027236e+00  6.028970e+00  7.16e+01  8.632933e-02
6.636773e+05  7.163611e+06  8.897870e+02  1.449922e-04  1.000000e+01  5.982823e+00  5.984990e+00  7.12e+01  8.993851e-02
6.636773e+05  7.163811e+06  8.961499e+02  4.190858e-03  1.000000e+01  5.733155e+00  5.735610e+00  7.00e+01  1.198076e-01
6.636773e+05  7.164011e+06  8.956682e+02  5.658096e-02  1.000000e+01  5.721021e+00  5.721032e+00  6.97e+01  1.261217e-01
6.636773e+05  7.164211e+06  8.917723e+02  1.617205e-02  1.000000e+01  5.579248e+00  5.579690e+00  6.96e+01  1.222143e-01
6.636773e+05  7.164411e+06  8.988195e+02  1.762142e-01  1.000000e+01  5.249201e+00  5.253505e+00  6.92e+01  1.428052e-01
6.636773e+05  7.164611e+06  8.909958e+02  3.012703e-01  1.000000e+01  4.745970e+00  4.753769e+00  6.93e+01  1.656600e-01
6.636773e+05  7.164811e+06  8.834326e+02  2.593966e-01  1.000000e+01  4.435946e+00  4.442391e+00  6.95e+01  1.639684e-01
6.636773e+05  7.165011e+06  8.847875e+02  1.431391e-01  1.000000e+01  4.267615e+00  4.271941e+00  6.89e+01  1.527790e-01
6.636773e+05  7.165211e+06  8.977029e+02  1.927240e-01  1.000000e+01  4.344082e+00  4.346691e+00  6.86e+01  1.590491e-01
6.636773e+05  7.165411e+06  9.087870e+02  1.300303e-01  1.000000e+01  4.508119e+00  4.509401e+00  7.06e+01  1.509301e-01
6.636773e+05  7.165611e+06  8.940345e+02  2.029019e-01  1.000000e+01  4.377605e+00  4.378368e+00  7.11e+01  1.578244e-01
6.636773e+05  7.165811e+06  8.852814e+02  1.573816e-01  1.000000e+01  4.748563e+00  4.752035e+00  6.86e+01  1.414651e-01
6.636773e+05  7.166011e+06  8.978920e+02  1.487568e-02  1.000000e+01  5.162347e+00  5.162808e+00  6.84e+01  1.260759e-01
6.636773e+05  7.166211e+06  9.144620e+02  2.260478e-01  1.000000e+01  4.926451e+00  4.926639e+00  6.98e+01  1.615306e-01
6.636773e+05  7.166411e+06  9.116155e+02  2.131734e-02  1.000000e+01  5.226753e+00  5.229117e+00  6.93e+01  1.287701e-01
6.636773e+05  7.166611e+06  9.125982e+02  1.000000e-04  1.000000e+01  5.765767e+00  5.770395e+00  6.77e+01  8.351909e-02
6.636773e+05  7.166811e+06  9.327488e+02  9.282845e-02  1.000000e+01  5.338264e+00  5.338288e+00  6.71e+01  1.362664e-01
6.636773e+05  7.167011e+06  9.201409e+02  1.956645e-01  1.000000e+01  5.059759e+00  5.060115e+00  6.82e+01  1.563411e-01
6.636773e+05  7.167211e+06  9.131710e+02  3.055697e-01  1.000000e+01  4.979866e+00  4.980632e+00  6.83e+01  1.686556e-01
6.636773e+05  7.167411e+06  9.058155e+02  3.208117e-01  1.000000e+01  5.022462e+00  5.024201e+00  6.84e+01  1.653244e-01
6.636773e+05  7.167611e+06  8.987446e+02  2.466986e-01  1.000000e+01  4.909658e+00  4.911457e+00  6.85e+01  1.585060e-01
6.636773e+05  7.167811e+06  8.950753e+02  1.602777e-01  1.000000e+01  4.768798e+00  4.769778e+00  6.90e+01  1.551401e-01
6.636773e+05  7.168011e+06  8.917988e+02  2.874994e-02  1.000000e+01  4.760502e+00  4.760606e+00  6.93e+01  1.485726e-01
6.636773e+05  7.168211e+06  8.867796e+02  2.467160e-03  1.000000e+01  5.465864e+00  5.465865e+00  6.93e+01  1.121347e-01
6.636773e+05  7.168411e+06  8.963018e+02  1.000000e-04  1.000000e+01  6.163121e+00  6.163452e+00  6.89e+01  6.310013e-02
6.636773e+05  7.168611e+06  9.058725e+02  1.000000e-04  1.000000e+01  6.356756e+00  6.358492e+00  6.88e+01  6.146500e-02
6.636773e+05  7.168811e+06  9.081196e+02  1.000000e-04  1.000000e+01  6.430959e+00  6.432278e+00  6.94e+01  6.099088e-02
6.636773e+05  7.169011e+06  9.151151e+02  1.000000e-04  1.000000e+01  6.548395e+00  6.548396e+00  6.98e+01  6.070059e-02
6.636773e+05  7.169211e+06  9.294955e+02  3.439085e-02  1.000000e+01  6.414474e+00  6.414790e+00  6.88e+01  9.322274e-02
6.636773e+05  7.169411e+06  9.155266e+02  1.887858e-03  1.000000e+01  6.259664e+00  6.260603e+00  6.84e+01  8.852017e-02
6.636773e+05  7.169611e+06  9.198876e+02  1.711150e-04  1.000000e+01  5.969494e+00  5.972054e+00  7.06e+01  7.615802e-02
6.636773e+05  7.169811e+06  9.098878e+02  1.000000e-04  1.000000e+01  5.458527e+00  5.458539e+00  7.19e+01  1.064523e-01
6.636773e+05  7.170011e+06  9.141606e+02  6.359790e-01  1.000000e+01  4.689065e+00  4.689082e+00  7.15e+01  1.930395e-01
6.636773e+05  7.170211e+06  9.118152e+02  1.799102e+00  1.000000e+01  3.969206e+00  3.969213e+00  7.17e+01  2.857016e-01
6.636773e+05  7.170411e+06  9.086961e+02  2.434720e-01  1.000000e+01  4.697790e+00  4.697936e+00  7.12e+01  1.590417e-01
6.636773e+05  7.170611e+06  9.083888e+02  2.011642e-02  1.000000e+01  4.861898e+00  4.862360e+00  7.07e+01  1.274320e-01
6.636773e+05  7.170811e+06  9.072498e+02  3.435828e-02  1.000000e+01  4.962451e+00  4.963099e+00  7.11e+01  1.346403e-01
6.636773e+05  7.171011e+06  9.070351e+02  4.284484e-03  1.000000e+01  5.008222e+00  5.009981e+00  7.05e+01  1.223553e-01
6.636773e+05  7.171211e+06  9.082484e+02  1.041722e-03  1.000000e+01  4.965613e+00  4.967127e+00  7.01e+01  1.331706e-01
6.636773e+05  7.171411e+06  9.093202e+02  1.323113e-02  1.000000e+01  5.016872e+00  5.018408e+00  7.01e+01  1.147308e-01
6.636773e+05  7.171611e+06  9.098027e+02  1.048110e-04  1.000000e+01  5.030423e+00  5.032516e+00  7.03e+01  1.098727e-01
6.636773e+05  7.171811e+06  9.110897e+02  1.031331e-02  1.000000e+01  5.255579e+00  5.256420e+00  7.12e+01  1.277435e-01
6.636773e+05  7.172011e+06  9.130109e+02  7.061248e-03  1.000000e+01  5.381227e+00  5.381512e+00  7.17e+01  1.037803e-01
6.636773e+05  7.172211e+06  9.133918e+02  1.066428e-01  1.000000e+01  5.161997e+00  5.162496e+00  7.19e+01  1.305861e-01
6.636773e+05  7.172411e+06  9.222419e+02  2.014752e-01  1.000000e+01  4.943160e+00  4.943233e+00  7.23e+01  1.638959e-01
6.636773e+05  7.172611e+06  9.259758e+02  1.731647e-01  1.000000e+01  5.096319e+00  5.096327e+00  7.37e+01  1.675869e-01
6.636773e+05  7.172811e+06  9.277518e+02  1.249208e-01  1.000000e+01  5.253874e+00  5.253913e+00  7.52e+01  1.524962e-01
6.636773e+05  7.173011e+06  9.304000e+02  1.439620e-01  1.000000e+01  4.971292e+00  4.971980e+00  7.55e+01  1.753158e-01
6.636773e+05  7.173211e+06  9.275716e+02  1.030833e-01  1.000000e+01  5.026582e+00  5.028004e+00  7.50e+01  1.554815e-01
6.636773e+05  7.173411e+06  9.227638e+02  9.173010e-02  1.000000e+01  5.153073e+00  5.154598e+00  7.45e+01  1.304968e-01
6.636773e+05  7.173611e+06  9.219711e+02  1.000000e-04  1.000000e+01  5.354223e+00  5.358579e+00  7.28e+01  9.113506e-02
6.636773e+05  7.173811e+06  9.280895e+02  1.288338e-02  1.000000e+01  5.195318e+00  5.195469e+00  7.15e+01  1.460525e-01
6.636773e+05  7.174011e+06  9.219918e+02  1.006830e-01  1.000000e+01  5.128062e+00  5.128603e+00  7.17e+01  1.492883e-01
6.636773e+05  7.174211e+06  9.206912e+02  2.546776e-02  1.000000e+01  5.509727e+00  5.511659e+00  7.28e+01  1.055614e-01
6.636773e+05  7.174411e+06  9.111365e+02  2.940170e-02  1.000000e+01  5.267121e+00  5.272207e+00  7.44e+01  1.092312e-01
6.636773e+05  7.174611e+06  9.056518e+02  1.952292e-02  1.000000e+01  4.902083e+00  4.907681e+00  7.70e+01  1.135735e-01
6.636773e+05  7.174811e+06  8.939153e+02  1.994904e-02  1.000000e+01  4.668162e+00  4.668428e+00  7.75e+01  1.119190e-01
6.636773e+05  7.175011e+06  9.021053e+02  3.081724e-03  1.000000e+01  4.843945e+00  4.848206e+00  7.45e+01  1.041152e-01
6.636773e+05  7.175211e+06  8.945399e+02  6.324683e-03  1.000000e+01  4.940413e+00  4.941166e+00  7.33e+01  1.059908e-01
6.636773e+05  7.175411e+06  8.932551e+02  1.000000e-04  1.000000e+01  5.113263e+00  5.113488e+00  7.29e+01  9.397724e-02
6.636773e+05  7.175611e+06  8.870000e+02  8.777928e-04  1.000000e+01  5.641378e+00  5.642565e+00  7.35e+01  9.740235e-02
6.636773e+05  7.175811e+06  9.094854e+02  3.095710e-02  1.000000e+01  5.619057e+00  5.623584e+00  7.48e+01  1.079150e-01
6.636773e+05  7.176011e+06  9.145233e+02  5.316746e-02  1.000000e+01  5.773587e+00  5.774199e+00  7.50e+01  1.127378e-01
6.636773e+05  7.176211e+06  9.188981e+02  6.362535e-03  1.000000e+01  5.927296e+00  5.931974e+00  7.47e+01  9.456970e-02
6.636773e+05  7.176411e+06  9.115901e+02  7.988814e-04  1.000000e+01  5.874939e+00  5.879183e+00  7.54e+01  9.703330e-02
6.636773e+05  7.176611e+06  9.065446e+02  1.070001e-01  1.000000e+01  5.710169e+00  5.719718e+00  7.74e+01  1.210078e-01
6.636773e+05  7.176811e+06  8.898221e+02  1.719294e-02  1.000000e+01  5.499436e+00  5.502460e+00  8.03e+01  9.721760e-02
6.636773e+05  7.177011e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.343448e+00  5.343463e+00  7.88e+01  6.917729e-02
6.636773e+05  7.177211e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.239799e+00  5.239884e+00  7.62e+01  7.057516e-02
6.636773e+05  7.177411e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.302516e+00  5.302534e+00  7.61e+01  7.021736e-02
6.636773e+05  7.177611e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.387824e+00  5.387834e+00  7.66e+01  6.922629e-02
6.636773e+05  7.177811e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.398302e+00  5.398312e+00  7.70e+01  6.910219e-02
6.636773e+05  7.178011e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.328520e+00  5.328526e+00  7.78e+01  6.944399e-02
6.636773e+05  7.178211e+06  8.870000e+02  1.000000e-04  1.000000e+01  5.089898e+00  5.089927e+00  7.83e+01  7.130336e-02
6.636773e+05  7.178411e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.791448e+00  4.791558e+00  7.80e+01  7.457719e-02
6.636773e+05  7.178611e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.687603e+00  4.687729e+00  7.77e+01  7.495489e-02
6.636773e+05  7.178811e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.629406e+00  4.629577e+00  7.79e+01  7.377218e-02
6.636773e+05  7.179011e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.457568e+00  4.457791e+00  7.79e+01  7.547791e-02
6.636773e+05  7.179211e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.445244e+00  4.445438e+00  7.78e+01  7.608078e-02
6.636773e+05  7.179411e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.659509e+00  4.659634e+00  7.79e+01  7.367712e-02
6.636773e+05  7.179611e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.723422e+00  4.723462e+00  7.94e+01  7.378334e-02
6.636773e+05  7.179811e+06  8.870000e+02  1.000000e-04  1.000000e+01  4.405342e+00  4.405513e+00  7.98e+01  8.123107e-02
6.636773e+05  7.180011e+06  8.870000e+02  2.464990e-03  1.000000e+01  4.288501e+00  4.288557e+00  7.91e+01  9.832071e-02
6.636773e+05  7.180211e+06  8.870000e+02  2.066741e-02  1.000000e+01  4.755408e+00  4.755427e+00  8.07e+01  1.049092e-01
6.636773e+05  7.180411e+06  9.114748e+02  1.000000e-04  1.000000e+01  5.147986e+00  5.148939e+00  8.29e+01  8.278695e-02
6.636773e+05  7.180611e+06  9.221289e+02  2.061368e-02  1.000000e+01  4.952837e+00  4.964483e+00  8.40e+01  1.042825e-01
6.636773e+05  7.180811e+06  9.227517e+02  1.084863e-02  1.000000e+01  4.641455e+00  4.664641e+00  8.23e+01  1.037649e-01
6.636773e+05  7.181011e+06  9.210669e+02  4.622877e-02  1.000000e+01  4.268131e+00  4.290738e+00  7.98e+01  1.121420e-01
6.636773e+05  7.181211e+06  9.143332e+02  2.884396e-02  1.000000e+01  4.355165e+00  4.365377e+00  7.87e+01  1.082674e-01
6.636773e+05  7.181411e+06  9.184266e+02  2.165700e-03  1.000000e+01  4.572546e+00  4.579175e+00  7.92e+01  8.374909e-02
6.636773e+05  7.181611e+06  9.458550e+02  1.000000e-04  1.000000e+01  4.780649e+00  4.785942e+00  7.99e+01  7.114234e-02
6.636773e+05  7.181811e+06  9.287168e+02  1.000000e-04  1.000000e+01  5.031179e+00  5.033279e+00  7.96e+01  6.844952e-02
6.636773e+05  7.182011e+06  9.399544e+02  1.000000e-04  1.000000e+01  5.054698e+00  5.054719e+00  7.98e+01  7.128343e-02
6.636773e+05  7.182211e+06  9.488698e+02  6.368748e-04  1.000000e+01  4.681043e+00  4.681052e+00  7.98e+01  9.835070e-02
6.636773e+05  7.182411e+06  9.478826e+02  1.942599e-02  1.000000e+01  4.436236e+00  4.438227e+00  7.91e+01  1.181945e-01
6.636773e+05  7.182611e+06  9.501805e+02  3.550417e-02  1.000000e+01  4.465203e+00  4.469059e+00  8.00e+01  1.216193e-01
6.636773e+05  7.182811e+06  9.470994e+02  9.484112e-02  1.000000e+01  4.674512e+00  4.679837e+00  8.28e+01  1.221177e-01
6.636773e+05  7.183011e+06  9.334199e+02  2.559806e-02  1.000000e+01  4.338251e+00  4.339143e+00  8.61e+01  1.156101e-01
6.636773e+05  7.183211e+06  9.391111e+02  1.040797e-04  1.000000e+01  3.838172e+00  3.842024e+00  8.63e+01  9.110633e-02
6.636773e+05  7.183411e+06  9.455014e+02  7.639549e-03  1.000000e+01  3.334465e+00  3.348176e+00  8.24e+01  1.203274e-01
6.636773e+05  7.183611e+06  9.329159e+02  8.818291e-04  1.000000e+01  3.825655e+00  3.836791e+00  7.95e+01  1.092929e-01
6.636773e+05  7.183811e+06  9.209086e+02  3.669963e-04  1.000000e+01  3.982745e+00  3.988396e+00  8.02e+01  1.007660e-01
6.636773e+05  7.184011e+06  9.414108e+02  1.000000e-04  1.000000e+01  4.110584e+00  4.116917e+00  8.16e+01  8.499771e-02
6.636773e+05  7.184211e+06  9.422613e+02  3.286541e-03  1.000000e+01  4.162650e+00  4.169367e+00  8.13e+01  1.116553e-01
6.636773e+05  7.184411e+06  9.249580e+02  5.798375e-03  1.000000e+01  4.083367e+00  4.086745e+00  8.10e+01  1.360071e-01
6.636773e+05  7.184611e+06  9.191557e+02  8.194723e-03  1.000000e+01  3.995129e+00  3.996632e+00  8.21e+01  1.017326e-01
6.636773e+05  7.184811e+06  9.172641e+02  1.078300e-04  1.000000e+01  3.914370e+00  3.919491e+00  8.27e+01  8.634657e-02
6.636773e+05  7.185011e+06  9.256835e+02  1.162014e-04  1.000000e+01  3.906372e+00  3.921248e+00  8.11e+01  1.132240e-01
6.636773e+05  7.185211e+06  9.433332e+02  1.438136e-03  1.000000e+01  3.859272e+00  3.868246e+00  7.89e+01  1.105209e-01
6.636773e+05  7.185411e+06  9.308529e+02  3.038588e-04  1.000000e+01  3.929269e+00  3.929949e+00  7.79e+01  1.084084e-01
6.636773e+05  7.185611e+06  9.529675e+02  5.304326e-02  1.000000e+01  3.913851e+00  3.914099e+00  7.97e+01  1.347594e-01
6.636773e+05  7.185811e+06  9.540747e+02  4.433817e-01  1.000000e+01  3.504462e+00  3.504539e+00  8.24e+01  2.032233e-01
6.636773e+05  7.186011e+06  9.610281e+02  3.082325e-01  1.000000e+01  3.646854e+00  3.647937e+00  8.23e+01  1.888397e-01
6.636773e+05  7.186211e+06  9.603741e+02  1.644835e-01  1.000000e+01  4.421627e+00  4.423012e+00  8.22e+01  1.253006e-01
6.636773e+05  7.186411e+06  9.703111e+02  1.900793e-01  1.000000e+01  4.411089e+00  4.415511e+00  8.21e+01  1.343354e-01
6.636773e+05  7.186611e+06  9.757571e+02  1.000000e-04  1.000000e+01  4.647419e+00  4.653518e+00  8.06e+01  7.993524e-02
6.636773e+05  7.186811e+06  9.559482e+02  1.536434e-02  1.000000e+01  4.455056e+00  4.456282e+00  7.92e+01  1.014318e-01
6.636773e+05  7.187011e+06  9.528263e+02  1.217549e-02  1.000000e+01  4.400265e+00  4.400313e+00  8.05e+01  1.005127e-01
6.636773e+05  7.187211e+06  9.355948e+02  2.593330e-04  1.000000e+01  4.419400e+00  4.419401e+00  8.32e+01  8.383967e-02
6.636773e+05  7.187411e+06  9.428895e+02  1.000000e-04  1.000000e+01  4.470037e+00  4.471372e+00  8.28e+01  7.143095e-02
6.636773e+05  7.187611e+06  9.504133e+02  5.013065e-03  1.000000e+01  4.367997e+00  4.369435e+00  8.09e+01  8.634751e-02
6.636773e+05  7.187811e+06  9.580287e+02  1.000000e-04  1.000000e+01  4.389303e+00  4.390546e+00  8.03e+01  6.983820e-02
6.636773e+05  7.188011e+06  9.493179e+02  1.000000e-04  1.000000e+01  4.394881e+00  4.396517e+00  8.07e+01  6.839480e-02
6.636773e+05  7.188211e+06  9.465931e+02  1.000000e-04  1.000000e+01  4.121044e+00  4.121068e+00  8.26e+01  7.304827e-02
6.636773e+05  7.188411e+06  9.192139e+02  4.063880e-04  1.000000e+01  3.649302e+00  3.652055e+00  8.56e+01  9.044339e-02
6.636773e+05  7.188611e+06  9.120218e+02  1.000000e-04  1.000000e+01  3.643092e+00  3.659013e+00  8.28e+01  7.367957e-02
6.636773e+05  7.188811e+06  9.419042e+02  1.000000e-04  1.000000e+01  3.578675e+00  3.588094e+00  7.96e+01  8.080159e-02
6.636773e+05  7.189011e+06  9.230505e+02  2.074419e-02  1.000000e+01  3.735054e+00  3.742480e+00  7.94e+01  1.009564e-01
6.636773e+05  7.189211e+06  9.501317e+02  4.400327e-02  1.000000e+01  3.819972e+00  3.825155e+00  8.01e+01  1.096644e-01
6.636773e+05  7.189411e+06  9.480185e+02  4.117937e-03  1.000000e+01  3.625705e+00  3.632220e+00  8.04e+01  1.011998e-01
6.636773e+05  7.189611e+06  9.211832e+02  1.000000e-04  1.000000e+01  3.333191e+00  3.338690e+00  7.95e+01  1.056759e-01
6.636773e+05  7.189811e+06  9.079506e+02  3.230369e-03  1.000000e+01  3.109187e+00  3.110884e+00  7.81e+01  1.051263e-01
6.636773e+05  7.190011e+06  9.017136e+02  1.000000e-04  1.000000e+01  3.254328e+00  3.254348e+00  7.97e+01  7.822220e-02
6.636773e+05  7.190211e+06  9.016252e+02  1.799754e-04  1.000000e+01  3.331825e+00  3.331866e+00  8.33e+01  9.260868e-02
6.636773e+05  7.190411e+06  9.277666e+02  3.278992e-04  1.000000e+01  3.390926e+00  3.391842e+00  8.55e+01  9.789483e-02
6.636773e+05  7.190611e+06  9.452679e+02  2.723935e-02  1.000000e+01  3.603444e+00  3.603496e+00  8.67e+01  1.022727e-01
6.636773e+05  7.190811e+06  9.646270e+02  1.000000e-04  1.000000e+01  3.971870e+00  3.979118e+00  8.60e+01  8.888616e-02
6.636773e+05  7.191011e+06  9.700589e+02  2.829904e-02  1.000000e+01  3.987608e+00  3.992156e+00  8.43e+01  9.411096e-02
6.636773e+05  7.191211e+06  9.615535e+02  1.061635e-02  1.000000e+01  3.840186e+00  3.844318e+00  8.34e+01  9.429947e-02
6.636773e+05  7.191411e+06  9.569928e+02  1.897485e-02  1.000000e+01  3.578774e+00  3.580087e+00  8.07e+01  1.051447e-01
6.636773e+05  7.191611e+06  9.546844e+02  5.794296e-02  1.000000e+01  3.360212e+00  3.361336e+00  8.10e+01  1.180085e-01
6.636773e+05  7.191811e+06  9.559933e+02  2.240362e-02  1.000000e+01  3.252465e+00  3.254501e+00  8.38e+01  1.155923e-01
6.636773e+05  7.192011e+06  9.746192e+02  2.193236e-02  1.000000e+01  3.327707e+00  3.329818e+00  8.40e+01  1.126289e-01
6.636773e+05  7.192211e+06  9.920390e+02  2.368647e-01  1.000000e+01  3.428642e+00  3.430504e+00  8.36e+01  1.371776e-01
6.636773e+05  7.192411e+06  1.000364e+03  1.109587e-01  1.000000e+01  3.569366e+00  3.571834e+00  8.35e+01  1.376212e-01
6.636773e+05  7.192611e+06  1.015634e+03  4.961518e-02  1.000000e+01  3.639995e+00  3.640173e+00  8.39e+01  1.193030e-01
6.636773e+05  7.192811e+06  9.900164e+02  1.826341e-02  1.000000e+01  3.274186e+00  3.274539e+00  8.18e+01  1.100084e-01
6.636773e+05  7.193011e+06  9.710518e+02  1.622304e-04  1.000000e+01  3.380329e+00  3.381271e+00  8.34e+01  8.190719e-02
6.636773e+05  7.193211e+06  9.753093e+02  2.437150e-03  1.000000e+01  3.423863e+00  3.423887e+00  8.19e+01  9.241245e-02
6.636773e+05  7.193411e+06  1.008125e+03  9.147833e-03  1.000000e+01  3.821404e+00  3.822198e+00  7.87e+01  9.787741e-02
